,countrycode,country,year,rgdpe,pop,emp,hc,ck,rtfpna,delta,rgdpew,const,popgrowth,ck_1,investment,i_y,g,ly,lschool,ls,lngd,ls_lngd,lsch_lngd,t,gt
2299,CMR,Cameroon,1974,11887.3720703125,7.529704,3.0637192726135254,1.2413122653961182,17857.142578125,1.2315540313720703,0.04484362527728081,3880.0461179891004,1,0.02680450652509052,18588.283203125,1531.9196352964136,0.12886949497628888,0.07559570087147217,9.383231945097526,0.21616909858022335,-2.048955053551246,-1.9156653406970576,-2.048955053551246,2.131834439277281,13,0.9827441113291383
2300,CMR,Cameroon,1975,13303.501953125,7.740196,3.1308741569519043,1.2499663829803467,18588.283203125,1.3469088077545166,0.0444566011428833,4249.133400518648,1,0.027194660186899703,19145.451171875,1383.5398610422853,0.1039981702499988,0.08564408794293851,9.495782584297475,0.22311665733684732,-2.2633819737455476,-1.8496300353262423,-2.2633819737455476,2.0727466926630895,14,1.1990172312011391
2301,CMR,Cameroon,1976,13085.62890625,7.959499999999999,3.1923651695251465,1.2586809396743774,19145.451171875,1.2390964031219482,0.044355425983667374,4099.038866595717,1,0.0275524844525409,20464.78515625,2168.5386267530193,0.1657190985843466,-0.0870088916091848,9.479269876954072,0.23006429933451822,-1.7974611011773831,,-1.7974611011773831,,15,-1.305133374137772
2302,CMR,Cameroon,1977,14827.9794921875,8.18784,3.241382598876953,1.267456293106079,20464.78515625,1.3621457815170288,0.0450972281396389,4574.584776670601,1,0.027887696877320543,22721.984375,3180.104303770102,0.21446646223415813,0.09033495538050254,9.604271181223234,0.23701197313211217,-1.5396019060592125,-1.8120445448512483,-1.5396019060592125,2.0490565179833604,16,1.4453592860880407
2303,CMR,Cameroon,1978,17800.271484375,8.425707,3.2915713787078857,1.2762928009033203,22721.984375,1.5819040536880493,0.04665623977780342,5407.833960253519,1,0.028231102743069468,24897.0625,3235.200476227503,0.1817500637036546,0.13892010179674066,9.786968988095047,0.24395962639146188,-1.7051228120670314,-1.5426794619252686,-1.7051228120670314,1.7866390883167305,17,2.361641730544591
2304,CMR,Cameroon,1979,18547.955078125,8.673665999999999,3.347435474395752,1.2851908206939697,24897.0625,1.60481595993042,0.0475190170109272,5540.944768016209,1,0.02858756608797247,26187.466796875,2473.4882333346177,0.13335638472899844,0.014276968085090578,9.828114823582874,0.25090720591688725,-2.014730150017747,-2.403692984069306,-2.014730150017747,2.6546001899861933,18,0.2569854255316304
2305,CMR,Cameroon,1980,18412.234375,8.932121,3.3883230686187744,1.294150948524475,26187.466796875,1.5394822359085083,0.047678738832473755,5434.025623331608,1,0.028935456651337507,24742.33984375,-196.54156303271884,-0.010674509080743702,-0.042438764474184175,9.820770634326024,0.25785484192174385,,-3.3762482846117963,,3.63410312653354,19,-0.8063365250094994
2306,CMR,Cameroon,1981,20878.798828125,9.201146,3.451633930206299,1.3152048587799072,24742.33984375,1.6027908325195312,0.048092614859342575,6048.960941485792,1,0.029238205762629914,24145.357421875,592.9413989494351,0.028399210310446944,0.0394989759902133,9.946489512953162,0.27399243964074277,-3.561393940171748,-2.1470371331414757,-3.561393940171748,2.4210295727822184,20,0.789979519804266
2307,CMR,Cameroon,1982,23542.05859375,9.480637999999999,3.539771318435669,1.3366013765335083,24145.357421875,1.659453272819519,0.04860327020287514,6650.728670278605,1,0.029480294469633735,23309.8046875,337.99059654538723,0.01435688366841113,0.03414524604462928,10.06654382787214,0.2901301059712351,-4.243525753647765,-2.1872155388457415,-4.243525753647765,2.4773456448169764,21,0.7170501669372148
2308,CMR,Cameroon,1983,26852.505859375,9.770555,3.615901470184326,1.358345866203308,23309.8046875,1.7207869291305542,0.048636775463819504,7426.227202481309,1,0.029672521161796937,23417.1953125,1241.1043616914249,0.046219312573322416,0.03564279532389558,10.198114423678119,0.3062676846348932,-3.074357547173325,-2.171977164972675,-3.074357547173325,2.4782448496075684,22,0.7841414971257028
2309,CMR,Cameroon,1984,30372.12109375,10.070779,3.6882872581481934,1.3804441690444946,23417.1953125,1.7722220420837402,0.04850879684090614,8234.749347858324,1,0.029811397906755778,23763.412109375,1482.1567668728821,0.04879990970330622,0.029022950697932717,10.32128039734447,0.32240530900921716,-3.020026816466833,-2.2317246090891545,-3.020026816466833,2.5541299180983716,23,0.6675278660524525
2310,CMR,Cameroon,1985,31975.755859375,10.381098,3.7586944103240967,1.4029020071029663,23763.412109375,1.740155816078186,0.04767726734280586,8507.144334890972,1,0.02989269535842931,25886.90625,3256.468692740942,0.10184180499320941,-0.018427215373059126,10.37273326524114,0.33854295342298774,-2.2843346010761327,-2.82780131098383,-2.2843346010761327,3.1663442644068174,24,-0.44225316895341904
2311,CMR,Cameroon,1986,29446.9296875,10.701457999999999,3.857785224914551,1.4257252216339111,25886.90625,1.5945241451263428,0.046251699328422546,7633.117960358263,1,0.02993610777148302,27800.30078125,3110.7079356680624,0.1056377683065727,-0.09133237110078636,10.290344928551415,0.35468061172334847,-2.2477393172347693,,-2.2477393172347693,,25,-2.283309277519659
2312,CMR,Cameroon,1987,28276.580078125,11.031514999999999,3.964186668395996,1.448919653892517,27800.30078125,1.4503350257873535,0.044627126306295395,7133.009225714987,1,0.02991946255795329,29880.427734375,3320.7744874428463,0.11743904242549563,-0.09941780124955081,10.249789181938425,0.3708182124516337,-2.141835867883032,,-2.141835867883032,,26,-2.584862832488321
2313,CMR,Cameroon,1988,27547.236328125,11.370394,4.078077793121338,1.4724915027618408,29880.427734375,1.3398628234863281,0.04380175471305847,6754.956066456128,1,0.029803628616563365,31970.876953125,3399.264385092363,0.12339765574312092,-0.08245038250525998,10.223657494780594,0.3869558659068126,-2.0923431649107407,,-2.0923431649107407,,27,-2.2261603276420194
2314,CMR,Cameroon,1989,27909.3515625,11.716975,4.196084022521973,1.4964467287063599,31970.876953125,1.2471885681152344,0.042969390749931335,6651.285201321026,1,0.029579392291952528,34499.33984375,3902.2319950418023,0.13981808163128306,-0.07430653049614153,10.236717093100316,0.4030934504209951,-1.9674131182664665,,-1.9674131182664665,,28,-2.0805828538919626
2315,CMR,Cameroon,1990,28617.431640625,12.070359,4.317990303039551,1.52079176902771,34499.33984375,1.2050944566726685,0.04214293882250786,6627.488630643847,1,0.029277008248056263,36575.078125,3529.641849702064,0.1233388759000798,-0.0349301344882044,10.261771309063475,0.4192310999126477,-2.0928196232913594,-3.310722164684002,-2.0928196232913594,3.72995326459665,29,-1.0129739001579277
2316,CMR,Cameroon,1991,28122.181640625,12.430311,4.441662788391113,1.54215407371521,36575.078125,1.1291320323944092,0.04149063304066658,6331.45355251329,1,0.028957602106656852,38603.72265625,3546.1676761680865,0.12609859794964595,-0.06727505915953448,10.244313926152197,0.43318018825290555,-2.0706911546325837,-5.753022303756238,-2.0706911546325837,6.186202492009143,30,-2.0182517747860342
2317,CMR,Cameroon,1992,27243.435546875,12.796738999999999,4.5702924728393555,1.5638165473937988,38603.72265625,1.070261836051941,0.040697213262319565,5960.982958701033,1,0.028634482581851448,41925.1484375,4892.489714910844,0.17958416832168014,-0.05500541489887455,10.212567873708574,0.4471293381804924,-1.7171112766560166,-4.245659600114063,-1.7171112766560166,4.692788938294555,31,-1.705167861865111
2318,CMR,Cameroon,1993,26645.736328125,13.1691,4.701900959014893,1.5857832431793213,41925.1484375,1.003301978111267,0.0396830253303051,5667.0135250376725,1,0.028275356706229087,45806.40625,5544.974539922114,0.208099880282509,-0.06673948561999936,10.190384429106977,0.46107844500711853,-1.5697371208709934,-6.709809406224082,-1.5697371208709934,7.170887851231201,32,-2.1356635398399795
2319,CMR,Cameroon,1994,27481.025390625,13.546823,4.836757183074951,1.6080585718154907,45806.40625,0.9714926481246948,0.0401109904050827,5681.704569910627,1,0.027882773695352747,50600.23046875,6631.16454033507,0.24129974941172522,-0.03274273876181656,10.221251059709456,0.47502759535178074,-1.4217153448443334,-3.3452606625265022,-1.4217153448443334,3.820288257878283,33,-1.0805103791399466
2320,CMR,Cameroon,1995,29054.79296875,13.929575,4.9755048751831055,1.630646824836731,50600.23046875,0.9798582792282104,0.03972597420215607,5839.566777166658,1,0.027477650969250676,55656.6484375,7066.561418974714,0.24321499817862005,0.008537592916094815,10.276938738989069,0.4889767611576419,-1.413809460649298,-2.5804327741516526,-1.413809460649298,3.0694095353092945,34,0.2902781591472237
2321,CMR,Cameroon,1996,30991.060546875,14.317191,5.117812156677246,1.6535522937774658,55656.6484375,1.0038031339645386,0.03997324779629707,6055.529120278622,1,0.02707346713471934,56732.6953125,3300.823874503578,0.10650890341461446,0.023854134268098456,10.341454072425172,0.5029258790523858,-2.239526697189729,-2.3979859357178652,-2.239526697189729,2.900911814770251,35,0.834894699383446
2322,CMR,Cameroon,1997,32102.35546875,14.709961,5.2640156745910645,1.6767795085906982,56732.6953125,1.0246986150741577,0.040723156183958054,6098.453624236952,1,0.02670095454365926,58326.52734375,3904.1664431978425,0.12161619875520813,0.020391831122077715,10.376684685514778,0.516874994525245,-2.1068851048747583,-2.4325122247808264,-2.1068851048747583,2.9493872193060713,36,0.7341059203947977
2323,CMR,Cameroon,1998,33688.0,15.10863,5.41425085067749,1.7003329992294312,58326.52734375,1.0401864051818848,0.04132947325706482,6222.09811275822,1,0.026386839839217715,60026.59765625,4110.674964530976,0.1220219355417649,0.014889437153352229,10.424896969841763,0.5308241137794815,-2.1035544508882142,-2.4936759852652473,-2.1035544508882142,3.0245000990447286,37,0.5509091746740324
2324,CMR,Cameroon,1999,35247.68359375,15.514249,5.5697526931762695,1.7204960584640503,60026.59765625,1.0487016439437866,0.04207155108451843,6328.410889218361,1,0.02614493295808258,61860.45703125,4359.271444724756,0.12367540219005278,0.008119791564242362,10.470155092428696,0.5426126553280719,-2.09009486988212,-2.572607019771032,-2.09009486988212,3.115219675099104,38,0.30855207944120977
2325,CMR,Cameroon,2000,36452.515625,15.927712999999999,5.730140209197998,1.7386806011199951,61860.45703125,1.0606577396392822,0.0425909049808979,6361.539909003722,1,0.025958780146277085,64475.046875,5249.282691242886,0.14400330405846679,0.011272340971708497,10.50376575083036,0.5531265503719766,-1.9379190348189017,-2.527955796335123,-1.9379190348189017,3.0810823467071,39,0.4396212978966314
2326,CMR,Cameroon,2001,36725.78125,16.349363999999998,5.892534255981445,1.7513751983642578,64475.046875,1.077789068222046,0.04374979808926582,6232.595290001084,1,0.02579005519725409,66974.1640625,5319.887470077199,0.14485430368012114,0.015894880629123507,10.511234273790624,0.5604013069712649,-1.932026843919774,-2.4600025405522103,-1.932026843919774,3.0204038475234753,40,0.6357952251649402
2327,CMR,Cameroon,2002,37930.33984375,16.779434,6.1660661697387695,1.7641624212265015,66974.1640625,1.0790228843688965,0.04431293532252312,6151.464937223816,1,0.025630781109780024,69429.6953125,5423.353050381615,0.14298192614995123,0.0011434568855990719,10.543506594404208,0.5676760288711361,-1.9450370472699712,-2.643848361852626,-1.9450370472699712,3.211524390723762,41,0.04688173230956195
2328,CMR,Cameroon,2003,40130.16015625,17.218591,6.449642658233643,1.7770429849624634,69429.6953125,1.0860483646392822,0.04480281099677086,6222.074971086911,1,0.025504816276779068,73644.6328125,7325.583016649325,0.18254557141378402,0.006468846599404595,10.599883454188708,0.5749507385042963,-1.7007554307541404,-2.5668570155362995,-1.7007554307541404,3.1418077540405958,42,0.271691557174993
2329,CMR,Cameroon,2004,41252.84375,17.667576,6.747742652893066,1.7900176048278809,73644.6328125,1.0793099403381348,0.04525446519255638,6113.576920766683,1,0.02541293723598531,78884.8515625,8572.967222231877,0.20781518176506017,-0.0062432708615992125,10.627475328780555,0.5822254549036742,-1.571106143481105,-2.742267002287103,-1.571106143481105,3.324492457190777,43,-0.26846064704876615
2330,CMR,Cameroon,2005,41873.79296875,18.126998999999998,7.059408187866211,1.8030869960784912,78884.8515625,1.0607550144195557,0.04581461846828461,5931.629373794129,1,0.02534468060598434,86399.609375,11128.837189763202,0.26577093692153814,-0.017492187796757524,10.642415444085064,0.5895001937939734,-1.3251204805866788,-2.9249549180259757,-1.3251204805866788,3.514455111819949,44,-0.769656263057331
2331,CMR,Cameroon,2006,44722.38671875,18.597109,7.387440204620361,1.8162518739700317,86399.609375,1.0522617101669312,0.04630144312977791,6053.840772989143,1,0.025278660247676228,92735.9296875,10336.746912411589,0.23113137895384003,-0.00807147515733242,10.708229476681002,0.5967749676816068,-1.4647689900717613,-2.7565795048317683,-1.4647689900717613,3.353354472513375,45,-0.3632163820799589
2332,CMR,Cameroon,2007,45857.453125,19.0781,7.724479675292969,1.8295127153396606,92735.9296875,1.0432703495025635,0.047275036573410034,5936.639754736716,1,0.025211682505071234,98479.7890625,10127.953842645744,0.22085731222443994,-0.008618437846580037,10.733293018999683,0.6040496556249648,-1.510238432026807,-2.7509324221840514,-1.510238432026807,3.3549820778090162,46,-0.39644814094268166
2333,CMR,Cameroon,2008,46341.39453125,19.570418,8.071308135986328,1.8428704738616943,98479.7890625,1.0320751667022705,0.04819374531507492,5741.4973818970675,1,0.025156233249591344,103318.765625,9585.086435260426,0.2068363831562468,-0.010847255278958298,10.743790891000335,0.6113243961645876,-1.5758272177980341,-2.772545150617711,-1.5758272177980341,3.3838695467822983,47,-0.50982099811104
2334,CMR,Cameroon,2009,47775.1328125,20.074521999999998,8.437395095825195,1.8563257455825806,103318.765625,1.0182769298553467,0.04811849445104599,5662.308362937636,1,0.025111631549682635,109851.734375,11504.512200415484,0.24080544674918028,-0.013550573957208245,10.774260549062747,0.6185991284373963,-1.4237659464130021,-2.818765829087986,-1.4237659464130021,3.437364957525382,48,-0.6504275499459957
2335,CMR,Cameroon,2010,50056.4140625,20.590666,8.82583999633789,1.8698792457580566,109851.734375,1.0023612976074219,0.04882787540555,5671.575066313227,1,0.025066891959687008,119489.125,15001.217424146074,0.29968621814210833,-0.015878139235737148,10.820905929629363,0.6258738543205428,-1.205019291228703,-2.8470256176360556,-1.205019291228703,3.472899471956598,49,-0.7780288225511203
2336,CMR,Cameroon,2011,52200.23046875,21.119065,9.09579086303711,1.8727431297302246,119489.125,1.0,0.0493919812142849,5738.943567939534,1,0.025019999701691352,124232.5625,10645.24211731134,0.20393094095023548,-0.002361297607421875,10.862842188971136,0.6274042702929905,-1.5899738672041075,-2.630385472770968,-1.5899738672041075,3.2577897430639586,50,-0.11806488037109375
2337,CMR,Cameroon,2012,54898.62890625,21.659488,9.373869895935059,1.8756115436553955,124232.5625,1.009020447731018,0.049612585455179214,5856.55972567494,1,0.024950866797959423,130762.375,12693.311123347143,0.23121362730248546,0.008939806672206025,10.91324365280051,0.6289347628610784,-1.464413202301157,-2.4828696188408967,-1.464413202301157,3.111804381701975,51,0.4559301402825073
2338,CMR,Cameroon,2013,57711.25,22.211166,9.63520622253418,1.8784842491149902,130762.375,1.026686429977417,0.04955494776368141,5989.622709374789,1,0.024837867584259155,139671.8125,15389.36016257992,0.26666135567293936,0.01720679433426183,10.963207407494696,0.6304652011763932,-1.3217757564071275,-2.3903282684224587,-1.3217757564071275,3.0207934695988516,52,0.8947533053816152
2471,COL,Colombia,1951,38066.859375,12.31762158390104,3.891940116882324,1.4591041803359985,137284.75,0.6819491386413574,0.041561100631952286,9780.94683673957,1,0.031202884185282338,143557.46875,11978.424059982412,0.3146680408273742,-0.0006379571108225635,10.547099349913665,0.37782267229367217,-1.1562370344781348,-2.6293403052930033,-1.1562370344781348,3.0071629775866757,0,-0.0
2472,COL,Colombia,1952,40575.1640625,12.714761462208836,3.965709686279297,1.472689151763916,143557.46875,0.7087655663490295,0.04111027345061302,10231.501363522244,1,0.031234552019570764,148936.71875,11280.936796190334,0.27802566069267715,0.03783539858716337,10.610911435812694,0.3870900845002073,-1.2800418649013943,-2.2056378533822993,-1.2800418649013943,2.5927279378825068,1,0.03783539858716337
2473,COL,Colombia,1953,44505.234375,13.125363509588736,4.040877342224121,1.4864006042480469,148936.71875,0.7445494532585144,0.04058323800563812,11013.755332277438,1,0.03128309909892663,156170.03125,13277.646804810036,0.298338992958287,0.04806112844872424,10.703362087641382,0.39635749559514694,-1.2095248787454345,-2.120868172678483,-1.2095248787454345,2.5172256682736296,2,0.09612225689744848
2474,COL,Colombia,1954,49356.26953125,13.549900944060923,4.1174702644348145,1.5002397298812866,156170.03125,0.7768296003341675,0.03977886214852333,11987.03727324304,1,0.03133140502095454,164291.859375,14334.09426982433,0.29042094157356596,0.04155370374888802,10.806820078965707,0.40562491525917915,-1.236423885774871,-2.1833455992135438,-1.236423885774871,2.588970514472723,3,0.12466111124666406
2475,COL,Colombia,1955,50783.671875,13.988869564588452,4.199237823486328,1.5142076015472412,164291.859375,0.7839366793632507,0.03992690518498421,12093.545069290201,1,0.03137984942248214,177110.6875,19378.493616930384,0.38158906005514953,0.009065884039073088,10.8353301621167,0.41489226684831654,-0.9634110084375391,-2.5210814760591727,-0.9634110084375391,2.935973742907489,4,0.03626353615629235
2476,COL,Colombia,1956,51888.95703125,14.442779896836248,4.289175510406494,1.527401089668274,177110.6875,0.7779965996742249,0.03940402343869209,12097.653011716551,1,0.03142818318149589,170711.40625,579.5924314928707,0.011169860884731457,-0.007635097237588447,10.856861272550034,0.4235676568857157,-4.494536120344613,-2.761496716492418,-4.494536120344613,3.185064373378134,5,-0.03817548618794223
2477,COL,Colombia,1957,51545.85546875,14.912911200307011,4.381039619445801,1.5407096147537231,170711.40625,0.7570683360099792,0.0440375842154026,11765.66750046203,1,0.03152511921757335,160548.953125,-2644.7351957358187,-0.051308396605022996,-0.02764382377229648,10.85022708793462,0.43224309909609837,,-3.038245704816369,,3.4704888039124677,6,-0.16586294263377888
2478,COL,Colombia,1958,51022.2109375,15.399113262641634,4.474870681762695,1.5541340112686157,160548.953125,0.7447202801704407,0.04753740876913071,11401.940875172253,1,0.03157338049549601,172141.21875,19224.34683715913,0.37678388458524703,-0.016580797070159727,10.840016325478558,0.44091848456490706,-0.9760835063419887,-2.772108962231549,-0.9760835063419887,3.213027446796456,7,-0.11606557949111809
2479,COL,Colombia,1959,53662.26953125,15.901961406993285,4.570711612701416,1.5676753520965576,172141.21875,0.7737123370170593,0.044229425489902496,11740.462772170858,1,0.03162176862852344,193158.8125,28631.30095844413,0.5335462180139589,0.03747136430368102,10.89046541774139,0.4495938546344765,-0.6282095802888729,-2.177517027305855,-0.6282095802888729,2.6271108819403315,8,0.29977091442944814
2480,COL,Colombia,1960,56640.6015625,16.422871360302018,4.673887252807617,1.5813347101211548,193158.8125,0.7931837439537048,0.04176352173089981,12118.521157838335,1,0.03171856747096589,205687.671875,20595.851638358552,0.3636234621490043,0.024548419058096557,10.944481349118051,0.458269243676907,-1.011636391398116,-2.3224765399829623,-1.011636391398116,2.7807457836598695,9,0.22093577152286903
2481,COL,Colombia,1961,60214.0,16.96169291020873,4.794041633605957,1.5913459062576294,205687.671875,0.8115286231040955,0.04010768234729767,12560.174608810927,1,0.03176696764639634,215667.0,18228.983931317693,0.30273663817912266,0.022605338404727483,11.005660162398994,0.46458014009140325,-1.1948920323565222,-2.3593672298870523,-1.1948920323565222,2.8239473699784554,10,0.22605338404727482
2482,COL,Colombia,1962,63192.296875,17.51118542829256,4.9172844886779785,1.6014204025268555,215667.0,0.8247467875480652,0.038683515042066574,12851.055703712065,1,0.03137951570063464,218861.21875,11536.976388577372,0.18256934720063334,0.016026936562271107,11.053937687817141,0.470890987006645,-1.7006251934744743,-2.452362398089645,-1.7006251934744743,2.9232533850962903,11,0.17629630218498218
2483,COL,Colombia,1963,65067.9765625,18.06311668820655,5.043696403503418,1.6115587949752808,218861.21875,0.8243786692619324,0.03842414915561676,12900.851152996229,1,0.030555704723667424,223323.1875,12871.524863630068,0.19781658418817635,-0.00044654028525797424,11.08318779568618,0.47720190623410663,-1.6204150200919107,-2.680435322094188,-1.6204150200919107,3.1576372283282943,12,-0.005358483423095691
2484,COL,Colombia,1964,71084.8984375,18.62313192566865,5.173357009887695,1.6217612028121948,223323.1875,0.861707866191864,0.03722007945179939,13740.574698718334,1,0.030070948307584028,229817.90625,14806.825532179093,0.20829776587776522,0.04332001411905423,11.171630194321503,0.48351272094115033,-1.5687866562755368,-2.2017353587249606,-1.5687866562755368,2.685248079666111,13,0.5631601835477049
2485,COL,Colombia,1965,71055.3046875,19.195698240246976,5.31497859954834,1.632028341293335,229817.90625,0.8432969450950623,0.03730926662683487,13368.878793517286,1,0.02982784514594251,236907.015625,15663.44691490219,0.2204402188378441,-0.02183207374802757,11.171213792068277,0.48982362237969135,-1.512128737235586,-3.0943370380026534,-1.512128737235586,3.5841606603823446,14,-0.305649032472386
2486,COL,Colombia,1966,74568.9453125,19.767628361304396,5.498941421508789,1.6423604488372803,236907.015625,0.855354905128479,0.03845934197306633,13560.600049461867,1,0.028932662563455867,248235.65625,20439.928554740443,0.2741077866809268,0.014097025645285305,11.219479416847904,0.49613450511095164,-1.2942338679013203,-2.5072868667908046,-1.2942338679013203,3.0034213719017564,15,0.21145538467927957
2487,COL,Colombia,1967,77635.8984375,20.34649377716384,5.689271450042725,1.6527578830718994,248235.65625,0.8566781282424927,0.03751090168952942,13646.01761740811,1,0.02845037686587262,259643.125,20719.01204742957,0.2668741196330613,0.0015445977554350708,11.25978520793155,0.5024453368900588,-1.3209781938035228,-2.6955406284360004,-1.3209781938035228,3.197985965326059,16,0.024713564086961133
2488,COL,Colombia,1968,82442.7734375,20.92056614245371,5.886188507080078,1.6632212400436401,259643.125,0.8757898807525635,0.03758649528026581,14006.13883472054,1,0.02744057504853631,274659.875,24775.825092365965,0.3005214897476558,0.02182230342014015,11.319859676329592,0.508756228069132,-1.202236014260482,-2.443579997041317,-1.202236014260482,2.952336225110449,17,0.3709791581423825
2489,COL,Colombia,1969,88128.7734375,21.48417665873305,6.0899224281311035,1.6737507581710815,274659.875,0.8963591456413269,0.037509214133024216,14471.247290508634,1,0.026233749853766877,319593.375,55235.776065124664,0.6267621108365623,0.022947570724061207,11.386554358346793,0.5150670710006372,-0.46718821889697953,-2.4454105740406438,-0.46718821889697953,2.960477645041281,18,0.4130562730331017
2490,COL,Colombia,1970,95684.1484375,22.061214,6.319180488586426,1.6843469142913818,319593.375,0.9170262813568115,0.03781592845916748,15141.860342543268,1,0.026156191643259132,332495.28125,24987.626455023885,0.26114698059256464,0.022537124764740644,11.468807925659895,0.5213779007150616,-1.3426718861327247,-2.4475039936781733,-1.3426718861327247,2.9688818943932347,19,0.42820537053007224
2491,COL,Colombia,1971,105199.0,22.611988,6.520021438598633,1.6970304250717163,332495.28125,0.934319257736206,0.03754449263215065,16134.76289774451,1,0.02435761066209661,341352.28125,21340.366637115483,0.20285712446996154,0.018508637423672796,11.563609073537146,0.5288799148313338,-1.5952533680831826,-2.520607520700796,-1.5952533680831826,3.0494874355321295,20,0.37017274847345594
2492,COL,Colombia,1972,116628.375,23.146803,6.72678804397583,1.709648609161377,341352.28125,0.969486653804779,0.037704043090343475,17337.899490447962,1,0.023105350661168988,351111.28125,22629.361121237045,0.19402963576605647,0.036274244653660276,11.666747876637675,0.5362878576797594,-1.6397443699049827,-2.3321824204043957,-1.6397443699049827,2.868470278084155,21,0.7617591377268658
2493,COL,Colombia,1973,130023.78125,23.674505,6.945666790008545,1.7193431854248047,351111.28125,0.9964306950569153,0.03844544664025307,18720.129424728715,1,0.022289885258424683,367602.5,29989.848778087762,0.23064895121320556,0.027040557246780932,11.775472645399882,0.5419423489557841,-1.4668584160807525,-2.432968427153158,-1.4668584160807525,2.974910776108942,22,0.5948922594291806
2494,COL,Colombia,1974,139207.859375,24.208022,7.172823905944824,1.7290927171707153,367602.5,1.0130620002746582,0.03953039273619652,19407.67837052639,1,0.022038851418756965,380647.28125,27576.25244580768,0.19809407722822892,0.016416868082342335,11.843723486315891,0.5475968300006545,-1.6190132236133816,-2.551224516384812,-1.6190132236133816,3.0988213463854666,23,0.3775879658938737
2495,COL,Colombia,1975,147479.609375,24.756968999999998,7.575455188751221,1.7388975620269775,380647.28125,0.9839099645614624,0.03988038748502731,19468.085507784694,1,0.022173433266406656,381374.9375,15908.017321372172,0.10786587643395819,-0.029628763569021405,11.901445203680348,0.5532513273846477,-2.22686670850673,-3.4288237852526553,-2.22686670850673,3.982075112637303,24,-0.7110903256565138
2496,COL,Colombia,1976,159203.1875,25.323411999999998,7.837457180023193,1.7487579584121704,381374.9375,0.990754246711731,0.04053318127989769,20313.11735977215,1,0.022368352258376543,394109.96875,28193.37072729715,0.17709049152861434,0.006908153230717326,11.977936574176907,0.5589057979019493,-1.7310944254787755,-2.661982499917334,-1.7310944254787755,3.220888297819283,25,0.17270383076793314
2497,COL,Colombia,1977,169312.625,25.905123999999997,8.230128288269043,1.7586742639541626,394109.96875,0.9836146235466003,0.039832133799791336,20572.29475284519,1,0.022455480236265212,413563.625,35151.89725708158,0.2076153343974295,-0.0072585573599825235,12.039502137106986,0.5645602660909119,-1.5720682653054379,-2.8998939300513253,-1.5720682653054379,3.4644541961422375,26,-0.1887224913595456
2498,COL,Colombia,1978,180697.75,26.502171999999998,8.504443168640137,1.7686468362808228,413563.625,1.0276402235031128,0.039028070867061615,21247.452233712043,1,0.022528266739797815,429938.03125,32514.996714538895,0.17994134799431036,0.04284145263060452,12.104581024925599,0.5702147549307697,-1.7151243256668265,-2.2595467700654246,-1.7151243256668265,2.8297615249961945,27,1.1567192210263222
2499,COL,Colombia,1979,186024.140625,27.113509999999998,8.78657054901123,1.77867591381073,429938.03125,1.044032096862793,0.038864731788635254,21171.416036252467,1,0.02254735738751641,444810.84375,31582.238770265132,0.16977494783287692,0.01570054542282372,12.133631732580016,0.5758692188507747,-1.7732815552544428,-2.5624881389594885,-1.7732815552544428,3.1383573578102633,28,0.4396152718390642
2500,COL,Colombia,1980,194208.84375,27.737904999999998,8.988418579101562,1.7887619733810425,444810.84375,1.052471399307251,0.040317121893167496,21606.564273891676,1,0.022510532067940958,471710.25,44832.89925687143,0.23084890672941577,0.008018557511408723,12.176689373194854,0.5815237455801907,-1.4659918658886715,-2.6472437867872607,-1.4659918658886715,3.2287675323674514,29,0.232538167830853
2501,COL,Colombia,1981,193023.4375,28.375995,9.410470962524414,1.8015400171279907,471710.25,1.0258209705352783,0.041241202503442764,20511.559758133542,1,0.02248696477427494,493654.4375,41398.08544319961,0.21447180704778201,-0.02597961002694879,12.170566898337881,0.5886418641860511,-1.5395769849271665,-3.2768080225401275,-1.5395769849271665,3.8654498867261786,30,-0.7793883008084637
2502,COL,Colombia,1982,194422.6875,29.027158,9.580412864685059,1.8144094944000244,493654.4375,1.0072598457336426,0.041547149419784546,20293.769198264228,1,0.022432888538381896,491347.5625,18203.05967655219,0.09362621158372883,-0.018427345118792716,12.177789869445862,0.595760067341851,-2.368444896414292,-3.088885538705834,-2.368444896414292,3.684645606047685,31,-0.5712476986825742
2503,COL,Colombia,1983,193518.640625,29.687096,9.596175193786621,1.8273708820343018,491347.5625,1.007163643836975,0.04155925288796425,20166.226305486838,1,0.022229793038699385,505084.0625,34156.53760582232,0.17650257099527059,-9.551764229791065e-05,12.173129120791481,0.6028782573601631,-1.7344198361694343,-2.75367231835707,-1.7344198361694343,3.356550575717233,32,-0.0030565645535331407
2504,COL,Colombia,1984,198463.96875,30.350081999999997,9.690815925598145,1.8404247760772705,505084.0625,1.019458532333374,0.04095710068941116,20479.593284375613,1,0.02184461972788069,515021.46875,30624.18505442934,0.15430601961309082,0.01206021442408053,12.19836284500082,0.6099964015413522,-1.868817507975471,-2.592109730708783,-1.868817507975471,3.202106132250135,33,0.3979870759946575
2505,COL,Colombia,1985,199257.453125,31.011685999999997,9.950335502624512,1.8535720109939575,515021.46875,1.0194352865219116,0.039627570658922195,20025.199459098,1,0.021334022277924542,530857.5625,36245.143393752514,0.1819010673142293,-2.2802635704039562e-05,12.202353001849993,0.617114594212983,-1.704292325887428,-2.7978853562756427,-1.704292325887428,3.4149999504886255,34,-0.0007752896139373452
